Unnamed: 0,name,description,picture_url,host_since,host_response_time,host_is_superhost,host_listings_count,host_identity_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
89,LA CIMA DEL RICCIO - Affitti Brevi Italia,"The apartment in Andalo has 3 bedrooms and has capacity for 6 people. The apartment is tastefully-furnished, is modern, and is 100 m². The house is situated in a family-friendly neighborhood in the center of the city. The space The apartment in Andalo has 3 bedrooms and has capacity for 6 people. The apartment is tastefully-furnished, is modern, and is 100 m². The house is situated in a family-friendly neighborhood in the center of the city. The accommodation is equipped with the following items: hair dryer, balcony, central heating, open-air parking the same building, 1 TV. In the induction open plan kitchen, refrigerator, oven, washing machine, dishwasher, dishes/cutlery and kitchen utensils are provided. Other things to note Included services: - Heating: Services available according to season: From 01/01 to 15/04. From 01/11 to 31/12. - Be Safe rate: Price: included",https://a0.muscache.com/pictures/prohost-api/Hosting-53913869/original/be930825-6731-4462-9520-55ef3a9f16be.jpeg,2018-06-18,within an hour,f,28.0,t,Entire home/apt,6,2 baths,3.0,5.0,"[""Washer"", ""Long term stays allowed"", ""Free parking on premises"", ""Heating"", ""Dishes and silverware"", ""TV"", ""Hair dryer"", ""Kitchen"", ""Cooking basics"", ""Oven"", ""Patio or balcony"", ""Dishwasher"", ""Stove"", ""Free street parking"", ""Refrigerator""]",$225.00,89,1,5.0,5.0,5.0,5.0,4.0,5.0,4.0,t
90,Haus Cuel - Appartamento mansardato,"Appartamento mansardato, di recente ristrutturato dotato di ogni comfort. Grande giardino privato, posto macchina e deposito sci. A soli 10 minuti a piedi dal centro di Folgaria fornito di negozi e supermercati e vicino a due parco giochi. Inoltre, su richiesta, potrà essere rilasciata la Guest Card agli ospiti di Haus Cuel. The space Appartamento ammodernato recentemente con cucina fornita di lavastoviglie, forno a microonde, televisione, ferro e asse da stiro, phone, scopa elettrica. 2 camere da letto, una con televisione da 40 pollici. Bagno con lavandino, lavatrice, vasca da bagno. Giardino privato e posto macchina. Deposito sci in comune nel garage. Guest access Agli ospiti è possibile accedere al giardino privato e al garage dove si trova il deposito sci. Other things to note Le spese di riscaldamento sono extra per soggiorni di durata superiore alle 2 notti prendendo i dati del consumo effettivo, da pagar",https://a0.muscache.com/pictures/1e229dd2-6008-419b-b676-498c3863445f.jpg,2015-07-29,within a few hours,t,4.0,f,Entire home/apt,4,1 bath,2.0,4.0,"[""Cleaning before checkout"", ""Long term stays allowed"", ""Body soap"", ""CON  FRIZER refrigerator"", ""Baking sheet"", ""Hair dryer"", ""Crib"", ""Oven"", ""Iron"", ""Free parking on premises"", ""Fire extinguisher"", ""Outdoor furniture"", ""Cleaning products"", ""Clothing storage: closet and dresser"", ""Stove"", ""Washer"", ""Bed linens"", ""Hot water kettle"", ""Coffee maker"", ""TV"", ""Backyard"", ""Cooking basics"", ""Patio or balcony"", ""Dishwasher"", ""Bathtub"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Bidet"", ""Baby bath"", ""Hot water"", ""Wine glasses"", ""Essentials"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Central heating"", ""Changing table"", ""Microwave"", ""Standalone high chair"", ""Pack \u2019n play/Travel crib"", ""Hangers""]",$98.00,10,13,4.92,4.92,4.92,4.92,4.92,4.92,4.92,f
91,Con bagno (uso angolo cottura),"Rilassati in una stanza privata e vivi momenti unici. Si trova al primo piano e ha ingresso indipendente in una zona tranquilla e residenziale. È costituita da una stanza matrimoniale (con aggiunta di un letto/lettino), soggiorno con divano e tavolo per pasti veloci, un bagno privato con doccia, balcone con vista panoramica e un posto auto. A disposizione il giardino, recintato e attrezzato con tavolini e sedie. Su richiesta uso esclusivo dell’angolo cottura (5€ al dí/soggiorni brevi). The space Ristrutturata di recente, la stanza è spaziosa e luminosa. Il bagno ha doccia e lavatrice. Sono ad uso esclusivo degli ospiti e hanno accesso indipendente. Guest access I gentili ospiti hanno la possibilità di parcheggiare all’interno della proprietà recintata. Su richiesta e in base a disponibilità, possibilità di posto auto coperto o ricovero biciclette e moto. Other things to note Sempre a d",https://a0.muscache.com/pictures/e0391918-49b1-4759-9ea9-8801d1fc8eee.jpg,2020-02-06,within an hour,f,2.0,t,Private room,3,1 private bath,1.0,2.0,"[""Shared garden or backyard"", ""Wifi"", ""Body soap"", ""Microwave"", ""Outdoor dining area"", ""Hair dryer"", ""Clothing storage: dresser and closet"", ""Iron"", ""Freezer"", ""Crib - available upon request"", ""Private entrance"", ""Free parking on premises"", ""Lock on bedroom door"", ""Outdoor furniture"", ""Cleaning products"", ""Private patio or balcony"", ""Washer"", ""Bed linens"", ""Host greets you"", ""Hot water kettle"", ""Coffee maker"", ""Barbecue utensils"", ""TV"", ""High chair"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Dining table"", ""Bidet"", ""Drying rack for clothing"", ""Refrigerator"", ""Hot water"", ""Wine glasses"", ""Essentials"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Central heating"", ""Extra pillows and blankets"", ""Shower gel"", ""Children\u2019s dinnerware"", ""Hangers""]",$75.00,35,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
92,Villa Ginestra 51,"Spacious and bright 7 people apartment with a vast private garden. It is located in a quiet residential neighborhood of Moena in Val di Fassa, only a 7-minute walk from the centre. Ample rooms and big windows are what characterize this unique apartment of Villa Ginestra. Perfect for families and friends looking to spend some quality time together, the space is designed to give privacy and intimacy to everyone. The space Ample rooms and big windows are what characterize this unique apartment of Villa Ginestra. Perfect for families and friends looking to spend some quality time together, the space is designed to give privacy and intimacy to everyone. The private garden is the optimal spot to breathe the clean mountain air and regenerate. Located on the first floor, it consists of a kitchen and living room with access to a balcony overlooking the garden as well as the stunning Dolomites peaks. The bedrooms are three: one double with a ",https://a0.muscache.com/pictures/miso/Hosting-49789579/original/0be3d05c-5eda-4eaa-bedb-ad24df10318f.jpeg,2021-04-23,within an hour,f,5.0,t,Entire home/apt,7,2 baths,3.0,7.0,"[""Long term stays allowed"", ""Heating"", ""Body soap"", ""Wifi"", ""Baking sheet"", ""Hair dryer"", ""Crib"", ""Oven"", ""Iron"", ""Freezer"", ""Clothing storage: closet"", ""Private entrance"", ""Free parking on premises"", ""Shampoo"", ""Cleaning products"", ""Stove"", ""Washer"", ""Bed linens"", ""Single level home"", ""Hot water kettle"", ""Coffee maker"", ""TV"", ""Backyard"", ""Cooking basics"", ""Dining table"", ""Patio or balcony"", ""Dishwasher"", ""Bathtub"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Bidet"", ""Refrigerator"", ""Hot water"", ""Wine glasses"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Shower gel"", ""Hangers""]",$118.00,45,6,4.83,4.83,4.83,5.0,4.83,4.83,4.5,t
93,"Camera doppia, alloggio ecosostenibile",L'alloggio è al secondo piano di una antica casa del settecento ristrutturata in chiave moderna e ecosostenibile. Immagini di arte e natura sono presenti a sollecitare emozioni. Si trova tra il biotopo del lago d' Ampola ed il cristallino lago di Ledro a 650 m di altitudine. E' gestita dalla sezione Ledro Inselberg del GIAN. L’ambiente della casa è accogliente e invita alla condivisione degli spazi ed allo scambio culturale. La cucina comune permette agli ospiti un soggiorno conviviale. The space Ogni camera è dotata di proprio bagno. L'accesso alla cucina è gratuito e sono disponibili ampi spazi di condivisione anche al primo piano.,https://a0.muscache.com/pictures/miso/Hosting-32355960/original/cff80e48-5b82-427c-9074-0d633fa63e40.jpeg,2018-04-19,within a day,f,4.0,t,Private room,2,1 private bath,1.0,1.0,"[""Long term stays allowed"", ""Essentials"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Lock on bedroom door"", ""Hair dryer"", ""Kitchen"", ""First aid kit"", ""Hangers""]",$30.00,0,9,5.0,5.0,5.0,5.0,5.0,4.89,5.0,t
94,b&b Fior,"Fior è un B&B nato nel 2016 che si trova a Tamion, immerso in una natura suggestiva ed incontaminata, dove si respira un atmosfera che rigenera l´anima ed il corpo. Ciò che rende unico il B&B Fior è il suo stile moderno e tradizionale allo stesso tempo, una particolare cura per il dettaglio e un utilizzo di materiali ricercati che gli conferiscono una forte personalità, Armando architetto e Erika restauratrice vi accoglieranno con calore nella loro casa da sogno nel cuore delle Dolomiti. The space Il B&B Fior pur essendo circondato da boschi e prati fioriti in un paesaggio aperto verso la Val di Fassa che offre un panorama mozzafiato sulle cime delle Dolomiti é molto vicino a paesi piú grandi che offrono infinite possibilitá di divertimento e di relax. Nelle vicinanze ci sono comprensori sciistici con mille possibilità di divertimento sia sportivo che naturalistico, invernale ed estivo. Guest access dall´ingresso principale",https://a0.muscache.com/pictures/9be8acfc-3232-423a-9055-98bbd10602b6.jpg,2016-07-05,within a few hours,f,1.0,t,Private room,3,1 shared bath,1.0,2.0,"[""Long term stays allowed"", ""Essentials"", ""Free parking on premises"", ""Heating"", ""Wifi"", ""Shampoo"", ""Lock on bedroom door"", ""Hair dryer"", ""TV"", ""First aid kit"", ""Breakfast"", ""Hangers""]",$160.00,30,8,5.0,4.86,5.0,5.0,5.0,5.0,5.0,f
95,Garda Lakeside B&B Casa Sandra Bertolini,"The highlights of Casa Sandra Bertolini are the unique view to the lake and the strategic position near the centre but also few steps away from the beach. The rooms are about 22m2, for 2 to 3 persons, all have its own bath with shower and air dryer, Sat-Tv, Wi-Fi. Services: windsurf depot directly by the lake (by our Casa3 Ulivo), bike storage, free Wi-Fi, private park place (by our Casa3 Ulivo).",https://a0.muscache.com/pictures/ba3a36f9-e5ed-450c-a07c-9febb7775a73.jpg,2015-03-26,within a few hours,t,7.0,t,Private room,2,1 private bath,1.0,2.0,"[""Long term stays allowed"", ""Essentials"", ""Free parking on premises"", ""Host greets you"", ""Heating"", ""Wifi"", ""Lock on bedroom door"", ""Hair dryer"", ""TV"", ""Backyard"", ""Paid parking on premises"", ""Luggage dropoff allowed"", ""First aid kit"", ""Hot water""]",$109.00,0,7,4.71,4.86,4.86,4.86,4.86,4.86,4.86,f
96,Lago di Garda casa tipica in borgo medioevale,"Tradizionale casa in pietra e legno con impareggiabile vista sul Lago di Garda,soleggiata e tranquilla. Dispone di 2 camera da letto,2 bagni,soggiorno,cucina,tipici balconi in legno giardino. La casa si trova nel tranquillo e curato borgo medioevale di Calvola di Tenno a 15 minuti a piedi dalle acque turchesi del Lago di Tenno, 5 min da Canale,uno dei più belli borghi d'Italia e 20 min in macchina dal Lago di Garda.Ideale per escursioni a piedi e in bici,per chi cerca tranquillità nella natura. The space Casa Furletti casa presenta tutte le caratteristiche di una tipica casa tradizionale del luogo in pietra e legno, si sviluppa su 3 piani e si affaccia su un grande giardino. Da ogni angolo della casa, soprattutto dai 2 balconi in legno che percorrono tutto un lato della casa, e del giardino si ha un l'impareggiabile vista sul Lago di Garda, il paese di Tenno ed il suo castello e le montagne circostanti. La casa è composta di 2 camere da letto (una ",https://a0.muscache.com/pictures/076aa77a-14cb-45b4-bb90-238c640edf62.jpg,2015-09-15,within an hour,f,1.0,f,Entire home/apt,5,2 baths,2.0,4.0,"[""Long term stays allowed"", ""Heating"", ""Outdoor dining area"", ""Hair dryer"", ""Babysitter recommendations"", ""Oven"", ""Free street parking"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Outdoor furniture"", ""Private patio or balcony"", ""Stove"", ""Washer"", ""Bed linens"", ""Host greets you"", ""Coffee maker"", ""TV"", ""High chair"", ""Cooking basics"", ""Bathtub"", ""Refrigerator"", ""Hot water"", ""Private fenced garden or backyard"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Extra pillows and blankets"", ""Microwave"", ""Hangers""]",$160.00,18,5,5.0,4.8,4.8,5.0,5.0,5.0,4.4,t
97,Mansarda StudioApartment in the center of Torbole,"The apartment is cozy ""Mansarda"" under the roof, on the 4th floor of a nice building right in the centre of Torbole 50 mt from the beach. The apt is 45 sqm with a big kitchen/living room with double bed and a separate bathroom. The space The apt is 45 sqm with a big kitchen/living room with double bed and a separate bathroom, no elevator unfortunately. There is air-con, free wi-fi, garage for bikes and other equipments and private parking 500mt away. The apartment has a fully furnished kitchen, a big bathroom with shower. Guest access In the building there are other six apartments.",https://a0.muscache.com/pictures/miso/Hosting-26556844/original/8bcdb769-dbf1-4c7c-9e4f-1cf3a0a3428b.jpeg,2013-05-06,within an hour,f,8.0,t,Entire home/apt,2,1 bath,1.0,2.0,"[""Bed linens"", ""Long term stays allowed"", ""Free parking on premises"", ""Heating"", ""Fire extinguisher"", ""Wifi"", ""Lockbox"", ""TV"", ""Hair dryer"", ""Crib"", ""Kitchen"", ""Cooking basics"", ""Air conditioning""]",$88.00,30,15,4.8,4.8,4.73,5.0,4.93,5.0,4.73,t
98,Al Pescatore for 4 persons,"Note: You can directly book the best price if your travel dates are available, all discounts are already included. In the following house description you will find all information about our listing. 3-room apartment 45 m2. Practical and comfortable furnishings: living room with TV. 1 room with 2 beds. 1 room with 2 beds. Kitchenette (oven, 4 ceramic glass hob hotplates, freezer). Shower/bidet/WC. Heating. Facilities: children's high chair, baby cot. Internet (WiFi, free). Please note:... The space ... suitable for families. Non-smokers only. Maximum 1 pet/ dog allowed. Additional service charges may have to be paid locally on-site, see house rules and house manual for details. Please don't hesitate to contact us should you have any questions. Thank you. Tozzaga di Caldes 4 km from Male': Small, comfortable residence ""Al Pescatore"", surrounded by trees and fields. In the hamlet Tozzaga, in a quiet position on a slope, 15 km from the ",https://a0.muscache.com/pictures/prohost-api/Hosting-22547035/original/2afdb1c9-cb8e-4d8e-a8a8-fc4053264fbd.jpeg,2017-12-06,within an hour,f,112.0,t,Entire home/apt,4,1 bath,2.0,4.0,"[""Long term stays allowed"", ""Wifi"", ""Sauna"", ""TV"", ""Backyard"", ""Pool"", ""Crib"", ""Kitchen"", ""Oven"", ""Freezer"", ""Hot tub"", ""Hangers""]",$15.00,15,4,4.5,4.5,4.75,4.75,4.5,5.0,4.75,t
99,Appartamento Cascate di Varone,"Elisabetta beneficia di una posizione centrale, nel borgo di Varone, frazione di Riva del Garda. Elegante e nuovo appartamento all’ interno di un palazzo con giardino. È disponibile un garage-deposito bici e un posto auto riservato all' interno del cortile. Biancheria da bagno e da letto inclusa.",https://a0.muscache.com/pictures/5aa68fc2-6833-4dbf-8bff-b375f33ea6e1.jpg,2019-09-17,within an hour,f,9.0,t,Entire home/apt,4,1 bath,1.0,1.0,"[""Washer"", ""Essentials"", ""Long term stays allowed"", ""Private entrance"", ""Free parking on premises"", ""Heating"", ""Shampoo"", ""Lockbox"", ""Hair dryer"", ""TV"", ""Kitchen"", ""Cooking basics"", ""Dedicated workspace"", ""Hangers""]",$136.00,90,3,4.0,4.67,4.33,4.67,4.67,4.0,3.67,t
