Date,Name,Reviews,Language,ISO,Key phrases,Sum of Score sentiment,Sentiment
10/28/15,Tobias,"Wir hatten einen sehr schönen Urlaub in dem Apartment von Roberto. Roberto empfing uns bei unserer Ankunft sehr freundlich, zeigte uns die sehr schöne, saubere und neue Wohnung und gab uns ein paar Tipps für mögliche Ausflüge. Auch Robertos Eltern, die mit im Haus wohnen, waren sehr freundlich. Es war sehr angenehm bei Fragen oder für Tipps Roberto oder seine Eltern einfach fragen zu können. Die Reisezeit Ende Oktober war entgegen unserer Bedenken super. Wir hatten sehr schönes und noch recht warmes Wetter. Auf dem Balkon konnte man noch sehr schön in der Sonne sitzen. Wir werden gerne noch einmal wieder kommen. Vielen Dank und viele Grüße Tobias und Hannah",German,de,"Tipps Roberto, Fragen, paar Tipps, Robertos Eltern, Wohnung, mögliche Ausflüge, schönen Urlaub, Apartment, Haus wohnen, warmes Wetter, Grüße Tobias, Hannah, Bedenken super, Reisezeit, Ankunft, Balkon, Sonne",59.10%,Negative
10/19/15,Aneta,We enjoyed staying at Roberto's place a lot! His place is very neat and clean and is located very close to the downtown area! We had no problem finding the house and Roberto and his mother were very welcoming of us! I would definitely recommend Roberto's place to a friend or stay there again in the future! :),English,en,"Roberto's place, house, mother, downtown area, problem, friend, lot, future",100.00%,Positive
10/14/15,Svenja,"Wir hatten eine tolle Zeit in dem Appartment am Gardasee! Francesco und seine Eltern sind sehr nette Gastgeber: Sie empfingen uns sehr freundlich und hilfsbereit, gaben uns Tipps für sportliche Ausflüge, schenkten uns leckeres Obst aus dem eigenen Garten und luden uns mehrmals auf ein Gläschen Wein ein. Das Appartment ist sehr schön und sauber, gut ausgestattet und hat eine tolle Sonnenterasse. Unser Auto durften wir sicher im Hof parken und unsere Fahrräder innen in einem Hobbyraum einschließen. Das Haus ist ruhig gelegen, abseits vom typischen Touristenrummel und trotzdem nah genug an Einkaufs- und Restaurantmöglichkeiten. Eine tolle Ausgangslage für Bike- und Wandertouren, Klettersteige/Klettern, oder Wassersport. Wir werden gerne wiederkommen! :)",German,de,"tolle Ausgangslage, tolle Sonnenterasse, Appartment, Wandertouren, sportliche Ausflüge, leckeres Obst, Fahrräder innen, Hof parken, Klettersteige, Bike, abseits, Eltern, Klettern, typischen Touristenrummel, nette Gastgeber, Einkaufs, Francesco, Wassersport, Tipps, Garten, Auto, Hobbyraum, Gardasee, Gläschen Wein, Restaurantmöglichkeiten, Haus",58.90%,Negative
10/4/15,Linda,"Roberto's place is absolutely lovely, very clean, spacious and quiet and has everything one could need whilst away. His mother greeted us warmly with a cake and milk since we arrived late. Roberto immediately responded to every question we had and was extremely flexible and helpful. We would certainly recommend Roberto as a host and his place for a quiet retreat at lake Garda! We will come back for sure!",English,en,"quiet retreat, Roberto's place, lake Garda, host, cake, question, mother, milk",100.00%,Positive
10/1/15,Lukas,"Everything was great! The communication with Roberto was good, he was always there when we had questions. The apartment itself is just as described - amazing: huge, clean, modern and stuffed with everything you need for vacation. Highly recommend it!",English,en,"communication, Roberto, questions, apartment, vacation",99.80%,Positive
9/26/15,Sven,Roberto is a lovely guy and the apartment was great. Highly recommended!!!,English,en,"lovely guy, apartment, Roberto",99.80%,Positive
9/17/15,Mark,"This place is fabulous for a quiet break and lots to see and do. The apartment is spotless and has everything and more that you would require whilst away. Roberto and his parents are really nice and make you feel very welcome with lots of information and contact via email if you need anything. Miriam and Luigi were especially nice and even invited us in their home for an aperitif, great to talk to you both. Thanks very much Roberto for making our stay in Lake Garda so great. Grazie mille per tutto, sopratutto per la vostra gentillezza e un ottimo accogliamento Mark & Pat",English,en,"Roberto, vostra gentillezza e, sopratutto, ottimo accogliamento Mark, Pat, stay, Lake Garda, information, contact, place, quiet break, Grazie mille, email, home, aperitif, Miriam, Luigi, parents, apartment, Thanks",100.00%,Positive
9/13/15,Volker,Roberto hat uns sehr nett persönlich empfangen. Wir wurden mit allen Informationen versorgt. Die Wohnung ist in einem sehr guten Zustand und wunderschön im Grünen gelegen.,German,de,"guten Zustand, Wohnung, Grünen, Roberto, empfangen, Informationen",88.50%,Positive
8/29/15,Nataliya,"There were our second time at Robertos home. Great location, apartment exactly as advertised, clean, spacious and quiet. Roberto and his parents were classy and helpful as needed. Would definitely stay here again. Thanks !",English,en,"apartment, parents, time, Robertos home, Great location, Thanks",100.00%,Positive
8/18/15,Anthony,Absolutely lovely stay. Everything was perfect. A lovely large apartment that was immaculate.,English,en,"lovely large apartment, lovely stay",100.00%,Positive
8/13/15,Andreas,"Wir hatten einen wunderbaren Urlaub. Als wir ankamen wurden wir von Robertos Mutter herzlich empfangen. Sie zeigte uns die Wohnung, hell, angenehm kühl, gemütlich, modern eingerichtet. Auf dem Esstisch lag ein Kuchen, ein Päckchen Kaffee und Milch, ein netter Willkommensgruß. Herrlich war die große Terrasse mit Blick über das Tal. Nach der Wohnungsbesichtigung zeigte sie uns ihren Garten. Hier wurden wir aufs herzlichste von Robertos Vater begrüßt und sofort mit frisch gepflückten Zitronen und Tomaten beschenkt. Die Eltern wohnen unter der Ferienwohnung. Wir sind uns während des Urlaubs öfter begegnet. Es waren stets sehr nette, freundliche und inspirierende Gespräche. Sie informierten uns über interessante Veranstaltungen und luden uns zum Abschied auf ein Glas Wein ein. Roberto besuchte uns am Abend um sich zu erkundigen ob wir zufrieden sind oder noch etwas benötigen. Auch zwischendurch schaute er immer mal vorbei und erkundigte sich ob wir irgendwelche Wünsche haben. Er hatte gutes Informationsmaterial für Unternehmungen zurecht gelegt. Wir fühlten uns durch seine freundliche und umsichtige Art gut aufgehoben.",German,de,"Robertos Vater, Robertos Mutter, Päckchen Kaffee, Kuchen, Milch, Abschied, frisch gepflückten Zitronen, netter Willkommensgruß, Esstisch lag, kühl, Tomaten, inspirierende Gespräche, Terrasse, Blick, Eltern wohnen, Ferienwohnung, hell, interessante Veranstaltungen, Glas Wein, umsichtige Art, empfangen, wunderbaren Urlaub, Wohnungsbesichtigung, Garten, Abend, Informationsmaterial, Unternehmungen, modern, Urlaubs, Wünsche",56.00%,Negative
7/30/15,Markus,"Vom ersten Moment des Kennenlernens bis zur Abreise gibt es eigentlich nur eins zu sagen: Perfekt! Roberto ist supersymphatisch und man fühlt sich bei ihm wie bei einem alten Freund. Die Wohung ist ein Traum, das Bad neu renoviert mit Wohlfühlambiente, eine Küche die keine Wünsche offen lässt und eine Terasse/Balkon, bei der man sich zweimal überlegen muss ob man die Liege verlässt ;-) Roberto hat sich viel Zeit genommen für die Besichtigung. Wir haben von ihm Insider-Tipps für unsere Unternehmungen bekommen und er war für uns stets erreichbar und hat sich um alles gekümmert. Wir waren das erste Mal am Gardasee und das Gefühl jmd. anrufen zu können der uns mit Rat und Tat zur Seite steht, ist unbezahlbar. Zur Begrüßung hab es noch die heimische Milch und den Aprikosenkuchen den wir uns die Tage haben schmecken lassen. Die selbstgemachte Aprikostenmarmelade seiner Mutter lässt uns am Frühstückstisch nun noch eine Weile an die schöne Zeit zurück denken. Spätestens wenn Sie leer ist, steht wohl die nächste Reise zum Gardasee an ;-) Gardasee? Nur bei Roberto!  Wir sehen uns wieder, bis bald, danke für Alles Roberto! Veronika und Markus",German,de,"Roberto, Gardasee, heimische Milch, Bad neu, Wohlfühlambiente, Weile, Mutter, Frühstückstisch, Wünsche, Insider, Tipps, Unternehmungen bekommen, Traum, Begrüßung hab, Küche, anrufen, Gefühl, nächste Reise, selbstgemachte Aprikostenmarmelade, Moment des Kennenlernens, Abreise, Terasse, Rat, denken, Wohung, Aprikosenkuchen, Mal, Liege, Veronika, Markus, sagen, Perfekt, alten Freund, Balkon, Seite, überlegen, supersymphatisch, danke, Besichtigung, lassen",55.20%,Negative
7/27/15,Patricia,"Roberto welcomed us into his beautiful apartment which is upstairs from his family home - he had left some milk, and Italian pastry for us, and when he came by on our second day to make sure everything was ok, he brought a jar of his mum's homemade apricot jam - delicious! Although we shared the front door of the house with the family we didn't see them very much at all. I met his dad one day, who very kindly instructed me to lock the expensive, rented, road bikes in his studio (apparently they are very high risk items for theft). Unfortunately I can't speak Italian, so we couldn't have a proper conversation, but he seems like a very nice man - great artist!!",English,en,"day, family home, Italian pastry, jar, mum's homemade apricot jam - delicious, high risk items, road bikes, nice man - great artist, studio, theft, milk, beautiful apartment, Roberto, door, house, proper conversation, dad",95.80%,Positive
7/15/15,Gillian,"Roberto was extremely welcoming and made us feel at home immediately. He was a wonderful host and keen to make sure we had a good holiday. The apartment was fantastic, spacious, newly appointed, comfortable and stylish. The large south facing balcony was an added bonus, we say out there every evening sipping an Aperol spritzer watching the sun go down.  We will definitely be back.",English,en,"balcony, large south, added bonus, wonderful host, evening, Aperol spritzer, good holiday, apartment, Roberto, home",100.00%,Positive
7/11/15,Ulla,Wir haben uns sehr willkommen gefühlt und sehr wohl gefühlt. Unser Gastgeber hat uns pünktlich und sehr freundlich empfangen. Er hat sich viel Zeit genommen uns die Wohnung und den Garten zu zeigen. Unser Auto konnten wir kostenlos auf dem Grundstück parken. Der Gastgeber war immer für uns erreichbar und hat sich direkt um alles gekümmert. Die Wohnung ist neu und gut ausgestattet. Das Badezimmer ist toll und sehr modern. Die große Terasse ist ein weiteres Highlight der Wohnung. Morgens etwas wohltuender Schatten und später dann pure Sonne. Zum Abschied gab es sogar noch eine selbstgemachte Marmelade aus eigenen Aprikosen.,German,de,"Highlight der Wohnung, Gastgeber, wohltuender Schatten, pure Sonne, selbstgemachte Marmelade, Aprikosen, Morgens, Terasse, Grundstück parken, Auto, Abschied, Garten, neu, Badezimmer",60.00%,Neutral
7/4/15,Alan,"It is indeed a stylish apartment, and is equipped with almost everything one could want. (Coming from a cool climate we found the lack of air-conditioning made for poor sleep: we mentioned this on our last evening, and Roberto accepted our suggestion that an electric fan would have been useful. I imagine that there will be one there by now !) Its star features are the superb terrace (with absolutely incredible views), and Roberto, the most charming and helpful host (and his friendly parents, with whom we enjoyed good moments despite our lack of Italian - picking fruit fresh from the tree, and enjoying his mother's excellent jam.)  We had several interesting chats with Roberto, which gave us some insight into the area, and he was very helpful in resolving a wifi problem caused by an incredible thunderstorm. The apartment is in a quiet and very pleasant suburban area. We found the car almost essential, though younger, fitter folk would probably walk into the town centre in 15 minutes, and it's a pleasant flat bike ride too. Riva s delightful !",English,en,"Roberto, pleasant suburban area, lack of Italian, helpful host, incredible views, incredible thunderstorm, stylish apartment, pleasant flat bike ride, superb terrace, tree, minutes, fruit fresh, suggestion, wifi problem, fitter folk, electric fan, friendly parents, good moments, star features, mother's excellent jam, town centre, Riva s delightful, car, cool climate, poor sleep, interesting chats, evening, insight",100.00%,Positive
6/24/15,Timea,Roberto is helpful and friendly...the apartment is very nice! It's clean well equipped and it's looks better than in the pictures.:) He answered our questions immediately. Thank you very much Roberto.,English,en,"Roberto, apartment, pictures, questions",100.00%,Positive
6/21/15,Marta,"Roberto und seine Eltern sind sehr freundliche und liebenswerte Gastgeberfamilie. Eine schöne, helle und saubere Wohnung mit einer fantastischen Terrasse und wunderschönem Garten. Wir haben uns hier sofort sehr wohl gefühlt. Wir werden wieder kommen!",German,de,"fantastischen Terrasse, saubere Wohnung, Eltern, helle, wunderschönem Garten, liebenswerte Gastgeberfamilie, Roberto",77.80%,Neutral
6/11/15,Mikhail,"We had really beautiful vacation at the Roberto's home. Nice view, comfy and quiet place. House good located in the Riva and easy reachable by car if you follow Roberto's instruction :) Roberto and his family are very friendly and helpful. Apartment is big enough and very good equipped, especially kitchen. Very clean. Good beds. Big terrace and the garden is a super plus. Car parking in a few steps. Thank you very much, Roberto. Thank your parents too.",English,en,"House good, Good beds, Roberto's instruction, Roberto's home, Car parking, Big terrace, family, Riva, quiet place, Nice view, garden, beautiful vacation, super plus, steps, kitchen, Apartment, parents",100.00%,Positive
6/7/15,Christina,"Eine unglaublich angenehme und persönliche Art und Weise in Riva unterzukommen. Roberto und seine Familie sind sehr herzlich, freundlich und offen und wir haben uns sofort bei Ihnen sehr wohl gefühlt. Wirklich nur weiter zu empfehlen! :) Das Apartment war super! Top gepflegt und super eingerichtet. Der Ablauf war perfekt und unkompliziert. Wirklich tolle Gastgeber! Wir kommen nächstes Jahr wieder!!!",German,de,"super, persönliche Art, Weise, Riva, Roberto, Familie, perfekt, tolle Gastgeber, Ablauf, Apartment, Top",65.20%,Neutral
5/29/15,Hadii,Zijn vriendelijke ouders waren aanwezig en hebben ons alles uitgelegd. Zij hebben ons met Italiaans gebak en een pak mek verrast. de beschrijving van het huis was perfect en huis was heel erg schoon. Alles was perfect De communicatie met Roberto is soepel verlopen en hij gaf ons nuttige tips voor de bezigtigwaardegheden in de omgeving.,Dutch,nl,"de bezigtigwaardegheden, de omgeving, perfect De communicatie, de beschrijving van het huis, nuttige tips, Roberto, vriendelijke ouders, Italiaans gebak, pak",67.90%,Neutral
5/25/15,Stefanie,"Die Unterkunft war super, sehr hell und alles sehr neu eingerichtet. Eine Wohnung in der man sich wirklich wohlfühlen kann. Die Terrasse ist riesig und man hat vom Frühstück bis zum Abendessen Sonne. Zu Fuß war der See in ca. 20 Minuten erreichbar, wir waren viel mit den Rädern unterwegs, da ging es noch schneller. Da die Wohnung sehr neu ist, waren auch alle Küchensachen, Geschirr und Bettsachen neu. Ich fands wunderbar und würde jederzeit wiederkommen.",German,de,"Bettsachen neu, Wohnung, Küchensachen, Geschirr, Frühstück, Abendessen Sonne, Unterkunft, super, See, Minuten, Terrasse, Rädern, schneller, fands",63.20%,Neutral
5/19/15,Julia,"Wir sind zu 3,5 Personen gereist... mit meinen beiden besten Freundinnen und meiner Tochter (Mädelstour)... Die Unterkunft bei Roberto und seiner Familie war traumhaft! Absolut wunderschön. Eine tolle Terrasse und eine gute Ausstattung (tolles Bad), es fehlte an nichts... Es war alles für uns (und auch meine 19 Monate alte Tochter/ Kinderbett Hochstuhl etc.) liebevoll vorbereitet. Die Terrasse ist ein Traum... den ganzen Tag Sonne mit Sitzgelegenheiten und Liegen! Der Ort ist sehr schön und das Haus toll gelegen. Die Gastgeber waren sehr freundlich und man hat sich sehr ehrlich willkommen gefühlt! Ein sehr schöner Aufenthalt den wir sicher wiederholen werden. Vielen Dank an Roberto und seine Familie! J-V-J-L",German,de,"Roberto, Familie, tolle Terrasse, Monate alte Tochter, Ausstattung, Kinderbett Hochstuhl, Mädelstour, Unterkunft, Sonne, tolles Bad, Sitzgelegenheiten, Liegen, Traum, Freundinnen, Ort, Haus, schöner Aufenthalt, Personen, Gastgeber, willkommen",58.80%,Negative
5/4/15,Claus,Wir waren beeindruckt von der Gastfreundschaft und dem gesamten Ambiente. Wir kommen gerne wieder und dann bei besserem Wetter. Herzlichen Dank an dich Roberto und deine Eltern.,German,de,"Roberto, Gastfreundschaft, gesamten Ambiente, besserem Wetter, Eltern",87.00%,Positive
4/26/15,Andrea,"Noi siamo stati ospiti da Roberto x 3 notti, non abbiamo avuto il piacere di conoscerlo personalmente, ma abbiamo conosciuto i genitori che sono stati gentilissimi. La casa è molto pulita attrezzata e nuova con un grande balcone con una bella vista. Parcheggio comodo ,vicino si trova un bel parco per bambini che i nostri bimbi hanno gradito. Consigliamo e torneremo.",Italian,it,"grande balcone, notti, bambini, bimbi, Roberto x, casa, parco, piacere di conoscerlo, genitori, Parcheggio comodo",66.40%,Neutral
4/4/15,Bernd,Die Wohnung liegt etwas nördlich von Riva im Ortsteil San Alessandro Sie ist sehr ruhig gelegen. Sie hat ein großes Wohn/Esszimmer mit Küche sowie einen riesigen Balkon zur Südseite alles sehr gepflegt. Die Wohnung ist komplett vermutlich neu renoviert. Küche und Bad in Top Zustand. Die Vermieter haben uns sehr freundlich empfangen. Es lagen sogar einige Überraschungen für uns bereit. Wir haben eine sehr schöne Urlaubswoche verbracht,German,de,"Küche, Wohnung, Riva, riesigen Balkon, Ortsteil San Alessandro, Bad, Top Zustand, Esszimmer, Südseite, schöne Urlaubswoche, neu, Vermieter, Überraschungen",64.90%,Neutral
1/11/15,Aurelie,"I was very well received. Roberto and his family are very flexible, and very helpful. The flat itself is super clean and modern, all installations are new (bathroom, heating system...) I recommend 200%",English,en,"installations, bathroom, heating system, Roberto, family",100.00%,Positive
1/4/15,Anna,Roverto y su familia fueron muy amables y cordiales. Ha estado siempre disponible por si necesitavamos ayuda. Y nos informó muy bien de las distintas actividades que podíamos hacer y el transporte. Me gustaría volver.,Spanish,es,"familia, Roverto, ayuda, actividades, transporte",78.60%,Neutral
1/2/15,Elena,Roberto e i suoi genitori sono stati ospitali e disponibili sin da subito. La casa era accogliente e con ogni comodità.,Italian,it,"genitori, casa, comodità, Roberto",71.30%,Neutral
12/8/14,Cristina,"Abbiamo soggiornato in questo appartamento per 3 giorni in occasione dei mercatini di natale. Ci siamo trovati benissimo, l'appartamento è bello spazioso caldo e pulito....praticamente tutto ciò che uno desidera trovare in una casa delle vacanze. Purtroppo non abbiamo conosciuto Roberto perché anche lui era in vacanza, ma ci ha affidati alla sua ragazza Sara, che è stata gentilissima e disponibile con noi. Insomma un appartamento che consiglio sicuramente, anche perché si trova in una posizione strategica, da dove si può partire per tante escursioni e gite sia per il lago sia per la montagna. Spero di avere una nuova occasione per ritornarci.",Italian,it,"appartamento, nuova occasione, occasione dei mercatini, giorni, lago, natale, spazioso caldo, escursioni, gite, Spero, ritornarci, casa delle vacanze, Roberto, vacanza, posizione strategica, ragazza, montagna, consiglio",59.70%,Negative
11/22/14,Christian,"Ciao Roberto, grazie mille! you are a perfect host - perfect apparement - perfect environment and nature - we had wonderfull and relaxing vacation. see you again christian",English,en,"perfect host - perfect apparement - perfect environment, nature, relaxing vacation, Roberto, grazie mille, christian",99.70%,Positive
11/17/14,Vadims,"Great place to stay if you are discovering Garda's region. Apartment itself big enough for hosting 2 couples and very well furnished. View from the terrace just breathtaking! Make sure that you come with car in order to explore all hidden gems of the region. (Parking available near door steps & it's free of charge). If you are lucky with weather, nice garden is a great plus of this appartment.",English,en,"great plus, Great place, Garda's region, door steps, nice garden, hosting, weather, Parking available, free of charge, hidden gems, car, couples, order, View, terrace, Apartment",100.00%,Positive
11/10/14,Ekaterina,"My boyfriend and I stayed in Roberto's appartment for a weekend and it worked out just great for us. Roberto and his parents, who live downstairs, were very welcoming and ready to help. As for the appartment itself, there's hardly more one could wish for: well-equipped, modern, clean, very spacious, in a nice quiet neighboorhood. What I enjoyed most was a huge terrase with a great view of the mountains. Would definitely stay here again next time we are in Riva del Garda!",English,en,"great view, Roberto's appartment, nice quiet neighboorhood, huge terrase, weekend, time, Riva, Garda, boyfriend, mountains, parents",99.90%,Positive
11/2/14,Kasper,We were four young guys going to sail at the lake Garda. We had a very nice week. We came late and meet Robertos parents downstairs and they let us inside to this very nice apartment. The kitchen is fully equip with all you need. The terrace is wonderfully and the beds were good. We were more than pleased with the apartment.,English,en,"nice apartment, nice week, beds, young guys, lake Garda, Robertos parents, terrace, kitchen",100.00%,Positive
10/25/14,Heather,"Roberto and his family (his parents live downstairs) were very kind and welcoming and very attentive to any needs we had, including starter food and a ride to the station at 7:00 on a Sunday morning! The apartment is lovely and clean, with a beautiful view and all the amenities. We loved sitting out on the wonderful terrace and watching the sunset with our dinner, and waking up to the sun streaming in the big french doors. The walk to the waterfront/downtown is brisk, about 15 minutes, but if you look carefully you can find pedestrian walkways the whole way. I recommend bringing/renting a bike if you want to get around more quickly or if you have children. I stayed here with my sister this time, but will definitely be coming back with my husband and children if I can book it!",English,en,"children, downtown, needs, beautiful view, starter food, sunset, parents, waterfront, ride, pedestrian walkways, wonderful terrace, Roberto, family, minutes, station, apartment, amenities, sister, time, doors, dinner, husband, morning, bike",100.00%,Positive
10/20/14,Annette,It was great to stay in Robertos flat. It has a great terrace with a beatiful view. It's a spacious (much bigger than expected) clean and modern apartement with everything you need for a comfortable stay. As I came a bit later than the others i didn't meet Roberto personally but his Mother. We felt welcome and they've been very kind and flexible as we needed one extra bed and a baby bed. It's definitely a place to come back. Thanks a lot.,English,en,"extra bed, baby bed, great terrace, comfortable stay, beatiful view, modern apartement, Robertos flat, Thanks, lot, Mother, place",100.00%,Positive
10/5/14,Peter,"The accommodation was great! Nice and clean flat with everything you need and a big balcony. It's in a wonderful Mediterranean house with a great view onto the lake. Roberto was very helpful and always available. His recommendations were very good. His parents were lovely, as a welcome gift we got a fruit bowl and a jaw of homemade marmalade. All in all, the stay was perfect and we really recommend it.",English,en,"great view, fruit bowl, welcome gift, wonderful Mediterranean house, jaw of homemade marmalade, clean flat, Roberto, parents, lake, stay, big balcony, recommendations, accommodation",100.00%,Positive
9/28/14,Philipp,"We had a great time at this Place!! Roeberto and his family were really kind hosts. The Place by itsel was awesome, great rooms, nice kitchen and a great tarrace with a amazing view! It was a pleasure to start the days with a sunrise breakfast on this terrace... We spent 4 beautiful days in Riva and for us it was the best decision to stay at Robertos Apartement. Thanks Roebrto and all the best for you!",English,en,"great rooms, great tarrace, great time, Place, beautiful days, best decision, nice kitchen, terrace, itsel, family, Robertos Apartement, sunrise breakfast, amazing view, kind hosts, Roeberto, Thanks Roebrto, Riva",100.00%,Positive
9/24/14,Leander,"Wir waren im September 2014 zum ersten Mal am Gardasee und hierbei für 10 Tage in Robertos Appartement.  Die Wohnung war sauber und aufgeräumt, alle Geräte funktionsfähig und der Ausblick vom großen Balkon Richtung Gardasee fantastisch. Wir wurden freundlich von Roberto und seinen Eltern empfangen und konnten uns bei Fragen jederzeit an sie wenden. Unsere Mountainbikes konnten wir im Keller parken. Zum Gardaseeufer ist man von der Wohnung mit dem Rad in 5 Minuten gefahren, ins Zentrum von Riva waren es ca. 2,5 km. Lebensmittel kann man z.B. im Lidl (Torbole), ca. 2 km entfernt einkaufen. Gute Restaurants gibt es im Zentrum von Riva genug.  Fazit: Die Wohnung ist auf jeden Fall ein paar Übernachtungen wert. Toller Ausblick, neue Einrichtung und freundliche Gastgeber machen den Urlaub am Gardasee noch einen Tick schöner.",German,de,"Wohnung, Zentrum, Riva, Ausblick, Balkon Richtung Gardasee, Urlaub, freundliche Gastgeber, Minuten gefahren, Einrichtung, Fall, paar Übernachtungen wert, Eltern empfangen, Rad, Tick schöner, Lidl, Mountainbikes, Keller parken, Fragen, Restaurants, Robertos Appartement, Lebensmittel, Torbole, Geräte, Gardaseeufer, Fazit, Mal",57.60%,Negative
9/15/14,Булкин,Staying at Roberto's house was a real pleasure! Hospitality and spirit of pure Italy surrounded us from the very beginning of our trip up to leaving this amazing place. Brand new and well equipped apartment comfortable enough to stay with two children . 15 min walking to the lake and 20-25 to the center. Astonishing view from the terrace. Highly recomend.,English,en,"equipped apartment comfortable, Brand new, spirit of pure Italy, trip, Roberto's house, real pleasure, Hospitality, Astonishing view, terrace, amazing place, beginning, walking, lake, children",100.00%,Positive
8/28/14,Nataliya,We received a warm welcome from Robert and his Family. The flat was well located. It was clean and comfortable. It was well equipped and suited our needs. We would certainly use it again when we visit Garda Lake next time. Thanks a lot. Nataliya,English,en,"Family, warm welcome, Robert, Garda Lake, time, Thanks, lot, needs, flat, Nataliya",100.00%,Positive
8/24/14,Eike,"Eine sehr großzügige, praktisch neu renovierte Wohnung eine toller Gastgeber und eine sehr nette Familie!",German,de,"toller Gastgeber, neu renovierte Wohnung, nette Familie",92.50%,Positive
8/19/14,Alex,"Staying at Roberto's place was a real pleasure! The host is very warm, helpful and flexible person. The apartment is absolutely new - very clean and comfortable for two adults and two children. The bathroom is well equipped, and so is the kitchen. The view from the terrace is absolutely breathtaking. The place is quiet and yet pretty close to local attractions. Highly recommended!",English,en,"Roberto's place, adults, flexible person, real pleasure, local attractions, view, terrace, children, apartment, host, bathroom, kitchen",100.00%,Positive
8/6/14,Erin,"We had the most amazing time staying here in Riva del Garda. Roberto is amazingly responsive to all emails and messages. Many other airbnb hosts are not too responsive after you book, but Roberto always responded in less than 24 hours. Truly wonderful. His parents who live below were so generous and gave us some fresh lettuce from the garden, and his sister gave us some pasta and home made pesto! They are such caring and generous hosts to complete strangers! The dad showed me the garden, and they had no problem with the two young kids playing in their back yard. There is a large park for kids less than a block away, and a pedestrian and bike only path that brings you right to the lake! They also provided a travel crib for us to use. I would definitely recommend this apartment!",English,en,"generous hosts, garden, Roberto, young kids, airbnb hosts, complete strangers, Riva, pedestrian, pasta, home, sister, block, emails, problem, fresh lettuce, amazing time, large park, bike, path, Garda, pesto, yard, messages, travel crib, dad, parents, hours, lake, apartment",100.00%,Positive
7/30/14,Bruno,"Ottimo soggiorno chez Roberto! We had a great stay! Flat newly refurbished with an amazing terrace and a fully equipped kitchen! L'appartamento è bellissimo e nuovo di zecca. Cucina ben attrezzata, un gran terrazzo con lettini per il sole e tavolo per cene all'aperto. Roberto disponibilissimo e accogliente, chiedetegli anche del canyoning... conosce quello giusto. We'll be back...",Italian,it,"Roberto disponibilissimo, soggiorno chez Roberto, Flat newly refurbished with an amazing terrace and, fully equipped kitchen, lettini, gran terrazzo, tavolo, We had, great stay, Cucina, appartamento, zecca, canyoning, cene",66.40%,Neutral
7/27/14,Mary,Roberto and his father were both very helpful. The apartment was great and had everything we needed. The area is nice and quiet but it is easy to access the lake and restaurants especially if you have a bike. The balcony is very big and has a lovely view. We will return.,English,en,"restaurants, father, lovely view, area, lake, apartment, Roberto, balcony, bike",99.90%,Positive
7/7/14,Christina,"Wir wahren für eine Woche in Riva und wir waren begeistert von Roberts Wohnung! Das Haus ist wunderschön und das Appartement sieht aus wie neu. Besonders der riesige Balkon hat uns Gefallen ;-). Bis zum Gardasee ist es eine gute viertel Stunde Fußweg und ein kleiner Laden in dem man Brötchen und sonstiges bekommt ist nur 50m entfernt. Roberto war ständig über (Hidden by Airbnb) oder SMS zu erreichen und ständig hilfsbereit, genau wie sein Vater der im Erdgeschoss wohnt. Der Wanderweg zum Monte Brione beginnt praktisch am Haus. Wir werden auf jeden Fall wieder kommen!",German,de,"Haus, Hidden by Airbnb, Laden, SMS, viertel, erreichen, Monte Brione, Brötchen, Wanderweg, Fußweg, Roberto, Appartement, Roberts Wohnung, riesige Balkon, Vater, Erdgeschoss, Riva, neu, Gardasee, Fall",60.20%,Neutral
6/26/14,Ulrik,"Location is great. Calm and relaxing area, but still within walking distance to the city centre and the beach. The house is fantastic with a very nice large garden and a lovely view of Riva and the mountains. Roberto and his parents must be the friendliest and nicest in the world. Two good restaurants just a stone's throw away. There is a supermarket in town, but the little store on the same street has most of what you need. The apartment is so fresh and well-designed. Having three kids, we really appreciated the laundry capabilities. The terrace was used for relaxation every day.",English,en,"nice large garden, lovely view of Riva, walking distance, city centre, little store, relaxing area, parents, town, mountains, good restaurants, stone's, apartment, terrace, relaxation, day, world, street, supermarket, beach, house, laundry capabilities, Location, kids",100.00%,Positive
